lane,shipment_count,total_emissions,average_emissions,average_utilization,average_transit_time_hrs,average_speed_kmph,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Nagpur - Gurgaon,2,1584.8,792.4,77.9272497266221,26.45,50.5,0.07335,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Guwahati,1,1142.5,1142.5,76.7259186227668,39.2,57,0.1919,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Gwalior,1,570.3,570.3,97.4302228540622,19,50,0.0717,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Hubli,2,1285.6,642.8,75.0595044802131,23.15,54,0.1387,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Indore,2,887.3,443.65,57.6782662119903,17.75,37,0.05965,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Jabalpur,3,741.6,247.2,78.7511453163169,9.43333333333333,53.6666666666667,0.0987333333333333,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Jalandhar,1,1123.8,1123.8,44.9456741490466,34.7,55,0.0966,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Kanpur,2,1087.3,543.65,67.4622686539874,19.5,51.5,0.0724,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Kolkata,1,937.7,937.7,82.5367668945944,30.4,52,0.0713,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Kota,2,929.2,464.6,47.1697251167532,18.05,52.5,0.1253,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Lucknow,1,605.1,605.1,100,20.6,53,0.1143,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Ludhiana,3,3487.2,1162.4,69.5586635112779,36,50.3333333333333,0.119533333333333,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Madurai,3,3271.8,1090.6,84.271359285743,36.0666666666667,55.6666666666667,0.194533333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Mangalore,1,957,957,48.0897159578106,32.7,50,0.0509,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Mumbai,1,573.6,573.6,52.2464852531323,21.3,53,0.1009,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Noida,1,839.1,839.1,98.1743083213556,26.6,50,0.0573,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Panipat,2,1770.9,885.45,66.5167029484749,28.45,52.5,0.1927,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Patna,1,808.2,808.2,76.7543725596862,24.1,53,0.1242,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Prayagraj,2,1020.1,510.05,80.3661789987452,17.45,54,0.1452,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Pune,1,598.7,598.7,54.1314692994423,24.1,42,0.0611,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Raipur,3,674.9,224.966666666667,77.6658500874335,9.93333333333333,53.6666666666667,0.1289,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Ranchi,1,707.5,707.5,66.2459786712769,23.3,47,0.0435,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Rohtak,2,1605.7,802.85,64.5785542433177,26.6,54,0.1379,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Salem,2,1995.5,997.75,75.9016369406031,31.4,55,0.08635,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Siliguri,1,1103.4,1103.4,87.0803937802244,34.8,52,0.0654,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Sonipat,1,708.4,708.4,56.823183952147,26.2,55,0.1648,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Surat,1,503.6,503.6,55.6639568110481,19.7,55,0.1054,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nagpur - Thiruvananthapuram,2,3063.7,1531.85,79.048228079426,45,49,0.05745,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Nagpur - Tirupati,2,1419.2,709.6,53.912726549803,24.6,55,0.2529,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Trichy,2,2047.9,1023.95,61.6066407917554,33.35,56,0.1405,Normal,Monitor lane performance and maintain current operating plan
Nagpur - Udaipur,2,1218.1,609.05,88.1896866366161,21.05,52.5,0.2069,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Vadodara,4,2291,572.75,61.9262485159216,19.225,54.5,0.337975,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nagpur - Varanasi,1,608.4,608.4,74.0285347224574,20.7,48,0.048,Normal,Monitor lane performance and maintain current operating plan
Nashik - Agra,1,761.4,761.4,51.6195267567245,25.9,55,0.0616,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nashik - Aurangabad,2,290.8,145.4,78.4894194526065,7.15,46.5,0.18025,Normal,Monitor lane performance and maintain current operating plan
Nashik - Belgaum,3,1447,482.333333333333,70.8371299828148,16.3333333333333,50,0.158233333333333,Normal,Monitor lane performance and maintain current operating plan
Nashik - Bhopal,3,1366.7,455.566666666667,70.6904298721626,16.9666666666667,52.6666666666667,0.157366666666667,Normal,Monitor lane performance and maintain current operating plan
Nashik - Bilaspur,3,2371.8,790.6,74.9800065293412,25.6666666666667,55.3333333333333,0.1939,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Chandigarh,2,2141,1070.5,52.2845851626717,33.8,58.5,0.20275,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Chennai,1,1064.5,1064.5,88.7600571573144,33.1,50,0.0582,Normal,Monitor lane performance and maintain current operating plan
Nashik - Coimbatore,1,969.1,969.1,68.7272037683427,30.8,55,0.0458,Normal,Monitor lane performance and maintain current operating plan
Nashik - Durgapur,1,1091.3,1091.3,72.2951708810804,37.4,62,0.2851,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Ghaziabad,2,1855.7,927.85,70.9161348862785,31.4,53.5,0.06765,Normal,Monitor lane performance and maintain current operating plan
Nashik - Guntur,3,2150.8,716.933333333333,67.1080016407062,23.1333333333333,56.3333333333333,0.0834333333333334,Normal,Monitor lane performance and maintain current operating plan
Nashik - Gurgaon,2,1616.3,808.15,74.9193207079744,29,57,0.1611,Normal,Monitor lane performance and maintain current operating plan
Nashik - Gwalior,2,1482.7,741.35,84.191958990145,22.8,58,0.0861,Normal,Monitor lane performance and maintain current operating plan
Nashik - Hubli,4,2213.3,553.325,82.7031351684037,18.2,49.25,0.06985,Normal,Monitor lane performance and maintain current operating plan
Nashik - Hyderabad,2,1164.2,582.1,77.9036425042823,19,50.5,0.0831,Normal,Monitor lane performance and maintain current operating plan
Nashik - Indore,2,589.3,294.65,66.2239488736983,12.5,55,0.263,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Jaipur,1,808.3,808.3,59.6484224465825,26.6,47,0.0423,Normal,Monitor lane performance and maintain current operating plan
Nashik - Jalandhar,3,3707.9,1235.96666666667,56.1780211129817,35.9333333333333,57,0.122966666666667,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nashik - Kanpur,1,717.4,717.4,60.1352978722885,26.3,62,0.1374,Normal,Monitor lane performance and maintain current operating plan
Nashik - Kochi,3,3337.8,1112.6,55.6978000348254,33.4666666666667,55.3333333333333,0.107533333333333,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nashik - Ludhiana,2,2435.8,1217.9,59.5216005719983,35.3,55.5,0.0565,Normal,Monitor lane performance and maintain current operating plan
Nashik - Mangalore,1,897.3,897.3,85.168526739056,25.3,49,0.0362,Normal,Monitor lane performance and maintain current operating plan
Nashik - Mumbai,3,367.8,122.6,75.5115646581404,7.8,41,0.291566666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Nagpur,3,1608.2,536.066666666667,76.9443873468159,18.8333333333333,50.3333333333333,0.0780333333333333,Normal,Monitor lane performance and maintain current operating plan
Nashik - Patna,1,1129.6,1129.6,70.4581435302052,38.2,55,0.0958,Normal,Monitor lane performance and maintain current operating plan
Nashik - Prayagraj,1,801.6,801.6,83.3423401971138,27.4,62,0.4715,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Pune,1,151.4,151.4,74.9709947158588,8.8,39,0.0961,Normal,Monitor lane performance and maintain current operating plan
Nashik - Raipur,1,654,654,58.5366977988754,22.9,58,0.0822,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Nashik - Ranchi,3,3283.3,1094.43333333333,78.8073095613356,32.8666666666667,61.3333333333333,0.150666666666667,Normal,Monitor lane performance and maintain current operating plan
Nashik - Rohtak,2,1907.4,953.7,90.7164331604085,28.4,59.5,0.18855,Normal,Monitor lane performance and maintain current operating plan
Nashik - Siliguri,2,2527.7,1263.85,57.954042584011,43.05,61,0.27235,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Sonipat,3,2744.1,914.7,92.3473777558893,29.1333333333333,59,0.0874666666666667,Normal,Monitor lane performance and maintain current operating plan
Nashik - Surat,2,328.2,164.1,96.2480800446074,8.5,41,0.1508,Normal,Monitor lane performance and maintain current operating plan
Nashik - Thiruvananthapuram,1,1174.4,1174.4,76.4300268666038,36.7,57,0.0581,Normal,Monitor lane performance and maintain current operating plan
Nashik - Tirupati,1,1125.6,1125.6,60.9284747869796,31.2,45,0.0447,Normal,Monitor lane performance and maintain current operating plan
Nashik - Trichy,2,2002.7,1001.35,63.0026454982661,31.4,59.5,0.1542,Normal,Monitor lane performance and maintain current operating plan
Nashik - Udaipur,3,1510.4,503.466666666667,68.1164595657573,17.5666666666667,50,0.271533333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Nashik - Vadodara,1,265.1,265.1,98.8848851131006,10.4,50,0.076,Normal,Monitor lane performance and maintain current operating plan
Nashik - Varanasi,1,1032.9,1032.9,88.1129890388528,29.4,62,0.1351,Normal,Monitor lane performance and maintain current operating plan
Nashik - Vijayawada,1,697.3,697.3,97.3573034415876,22.8,58,0.0806,Normal,Monitor lane performance and maintain current operating plan
Nashik - Visakhapatnam,2,1781.6,890.8,93.393228637535,27.4,62,0.28895,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Noida - Agra,2,302.7,151.35,73.495549188763,8.7,39,0.0896,Normal,Monitor lane performance and maintain current operating plan
Noida - Ahmedabad,2,1616.2,808.1,87.2791714008115,24.75,50.5,0.08235,Normal,Monitor lane performance and maintain current operating plan
Noida - Amritsar,2,763.3,381.65,51.1774202489372,14.25,52.5,0.1316,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Noida - Aurangabad,1,884.7,884.7,91.6821055000049,29.5,55,0.1151,Normal,Monitor lane performance and maintain current operating plan
Noida - Bangalore,3,4470.5,1490.16666666667,49.5589427816286,48.7333333333333,55.3333333333333,0.2851,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Noida - Belgaum,2,2590,1295,69.2415812212917,42.35,53.5,0.07105,Normal,Monitor lane performance and maintain current operating plan
Noida - Bhopal,1,532.5,532.5,96.7155667414186,18.6,53,0.083,Normal,Monitor lane performance and maintain current operating plan
Noida - Bilaspur,1,705.1,705.1,72.0270613788612,25.3,55,0.125,Normal,Monitor lane performance and maintain current operating plan
Noida - Chandigarh,1,235,235,39.3261306948138,9.7,53,0.1025,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Noida - Chennai,2,2967,1483.5,64.2204693799505,49.3,55,0.09215,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Noida - Coimbatore,1,1625.2,1625.2,52.3976360175926,54.6,55,0.0869,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Noida - Delhi,5,172.5,34.5,78.7883217036431,4.64,37,0.15332,Normal,Monitor lane performance and maintain current operating plan
Noida - Durgapur,3,2816.3,938.766666666667,54.791149487041,32.5,57,0.238366666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Noida - Faridabad,3,46.5,15.5,66.6728883948408,4.03333333333333,38.6666666666667,0.1136,Normal,Monitor lane performance and maintain current operating plan
Noida - Guntur,1,1195.2,1195.2,92.612565541181,39.1,57,0.1295,Normal,Monitor lane performance and maintain current operating plan
Noida - Gurgaon,1,40.7,40.7,83.965379569502,4.7,39,0.1195,Normal,Monitor lane performance and maintain current operating plan
Noida - Guwahati,2,2883.8,1441.9,67.7074892821607,41.4,55,0.1021,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Noida - Gwalior,1,243.6,243.6,94.6116516389994,10.1,53,0.0776,Normal,Monitor lane performance and maintain current operating plan
Noida - Hubli,1,1236.6,1236.6,87.0958957970575,41.3,57,0.166,Normal,Monitor lane performance and maintain current operating plan
Noida - Hyderabad,1,1155.5,1155.5,100,36.3,55,0.1011,Normal,Monitor lane performance and maintain current operating plan
Noida - Indore,2,1500.9,750.45,63.7069835129967,22.95,47.5,0.21545,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Noida - Jabalpur,2,1258.4,629.2,64.3265329172771,20,54,0.2337,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Noida - Jaipur,1,226.2,226.2,84.2031419703451,11.2,45,0.122,Normal,Monitor lane performance and maintain current operating plan
Noida - Kanpur,2,667,333.5,73.0741784976242,13.1,51.5,0.10275,Normal,Monitor lane performance and maintain current operating plan
Noida - Kochi,1,2079.9,2079.9,100,60.5,52,0.0646,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Noida - Kolkata,3,3657.4,1219.13333333333,74.979393001023,37.9333333333333,54,0.252433333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Noida - Kota,7,2549.9,364.271428571429,63.7998564672383,13.7428571428571,52.1428571428572,0.109285714285714,Normal,Monitor lane performance and maintain current operating plan
Noida - Lucknow,2,934.5,467.25,86.957371556113,17.1,41.5,0.1226,Normal,Monitor lane performance and maintain current operating plan
Noida - Ludhiana,4,1091.2,272.8,67.5447704915448,11.05,52.5,0.165425,Normal,Monitor lane performance and maintain current operating plan
Noida - Madurai,2,3625.8,1812.9,73.438561827714,57.8,55,0.08255,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Noida - Mumbai,1,1052.4,1052.4,52.4173466114631,32.8,57,0.3338,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
